Dy,BART,BARTp,BARTpadj,CCT,CCTn,CCTnadj,CCTr,CCTradj,DFEss,DFEr,DFD,DFDr,LOT,LOTr,LOTcv,MT,MTr,VRTTT,GABS,SOEP,SOEPdri,SOEPfin,SOEPrec,SOEPocc,SOEPhea,SOEPsoc,Deth,Dinv,Dgam,Dhea,Drec,Dsoc,Deth_r,Dinv_r,Dgam_r,Dhea_r,Drec_r,Dsoc_r,Deth_b,Dinv_b,Dgam_b,Dhea_b,Drec_b,Dsoc_b,PRI,PRIw,BIS1att,BIS1mot,BIS1ctr,BIS1com,BIS1per,BIS1ins,BISa,BISm,BISn,BIS,SStas,SSexp,SSdis,SSbor,SSSV,age,sex,loc,ses,NUM,gen_valence,gen_arousal,gen_arouspos,gen_arousneg,gen_happy,gen_afraid,gen_sad,gen_angry,gen_motivat,gen_concentr,gen_timepr,gen_tired,pre_valence,pre_arousal,pre_arouspos,pre_arousneg,pre_happy,pre_afraid,pre_sad,pre_angry,pre_motivat,pre_concentr,pre_timepr,pre_tired,mid1_valence,mid1_arousal,mid1_arouspos,mid1_arousneg,mid1_happy,mid1_afraid,mid1_sad,mid1_angry,mid1_motivat,mid1_concentr,mid1_timepr,mid1_tired,mid2_valence,mid2_arousal,mid2_arouspos,mid2_arousneg,mid2_happy,mid2_afraid,mid2_sad,mid2_angry,mid2_motivat,mid2_concentr,mid2_timepr,mid2_tired,post_valence,post_arousal,post_arouspos,post_arousneg,post_happy,post_afraid,post_sad,post_angry,post_motivat,post_concentr,post_timepr,post_tired,ABCTEU_OS,ABCTEU_CS,ABCTEU_DEV,ABCTEU_BIC,ABCT4P_OS,ABCT4P_PW,ABCT4P_LA,ABCT4P_CS,ABCT4P_DEV,ABCT4P_BIC,ABCT6P_OSg,ABCT6P_OSl,ABCT6P_PWg,ABCT6P_PWl,ABCT6P_LA,ABCT6P_CS,ABCT6P_DEV,ABCT6P_BIC,ABCTRN_DEV,MPLEU_OS,MPLEU_CS,MPLEU_DEV,MPLEU_BIC,MPL4P_OS,MPL4P_PW,MPL4P_LA,MPL4P_CS,MPL4P_DEV,MPL4P_BIC,MPL6P_OSg,MPL6P_OSl,MPL6P_PWg,MPL6P_PWl,MPL6P_LA,MPL6P_CS,MPL6P_DEV,MPL6P_BIC,MPLRN_DEV,CCTEU_OS,CCTEU_CS,CCTEU_DEV,CCTEU_BIC,CCT3P_OS,CCT3P_PW,CCT3P_LA,CCT3P_DEV,CCT3P_BIC,CCT4P_OS,CCT4P_PW,CCT4P_LA,CCT4P_CS,CCT4P_DEV,CCT4P_BIC,CCT6P_OSg,CCT6P_OSl,CCT6P_PWg,CCT6P_PWl,CCT6P_LA,CCT6P_CS,CCT6P_DEV,CCT6P_BIC,CCTRN_mp,CCTRN_DEV,CCTRN_BIC,BARTRN_pm,BARTRN_DEV,BARTRN_BIC,BART1_OS,BART1_alpha,BART1_mu,BART1_LA,BART1_CS,BART1_DEV,BART1_BIC,BART3_OS,BART3_alpha,BART3_mu,BART3_CS,BART3_DEV,BART3_BIC
33,38.23,38.23,41.94,307,307,156,0.15644442,0.15393172,29.12,0.38,0.375,0.375,0.52,0.52,0.32,0.6728855721393034,0.6728855721393034,8.11,0,5,1,2,4,6,6,7,1.625,1,1,2.25,2,3.25,3.5,3.75,4.5,3.625,3.125,2.625,2.375,1,1,2.25,1.75,2.875,6,31,6,18,11,11,9,7,13,27,22,62,17,18,13,11,59,26,0,1,4,3,71,39,70,6,73,30,38,10,67,82,40,60,90,9,53,0,55,0,21,0,89,81,31,80,53,60,54,15,49,0,10,46,56,73,8,58,34,41,15,65,25,0,0,57,49,60,25,84,49,49,14,47,21,13,11,16,65,82,55,71,0.48499802,2.3496708,43.363982,51.188028,0.4454171,1.0042372,0.59758249,3.9883032,42.029932,57.678024,0.31073231,1.1799625,1.0965189,0.72005298,0.010798795,10,33.514728,56.986866,69.314718,0.34763453,2.9679928,62.933727,71.313036,0.50709951,0.47874329,1.5087811,10,11.540556,28.299175,0.58041891,0.43314105,0.35704319,0.59644268,3.1343242,10,9.751927,34.889855,91.495428,0.39791602,10,274.25514,283.11678,0.24273581,0.35722853,0.41653373,221.44207,234.73452,0.24269614,0.35715751,0.41657599,10,221.44207,239.16534,0.24274269,1.2564164,0.55463175,0.61838268,2.5425024,10,198.77629,225.36119,0.88728385,243.69331,248.12412,0.96183168,594.49991,597.9011,0.8386441,976.47576,981.00076,4.6616309,9.7677934,134.85223,151.85822,0.47941183,506.14304,508.97987,0.16388088,128.81229,142.41708
31,37.87,37.87,41.05,229,229,158,0.10681298,0.097128231,15.62,0.5,0.5,0.5,0.48,0.48,0.32,0.7475124378109455,0.7475124378109455,7.6,0,5,6,4,9,6,4,1,2.125,1.25,1,2.875,3.125,4.25,3,5,4,3.375,3,1.75,2,1,1,1.375,2.5,3.5,4,24,9,14,15,12,9,5,14,23,27,64,18,19,15,15,67,30,0,1,4,0,70,30,40,53,60,53,21,52,60,58,41,29,69,31,48,0,53,19,0,10,59,70,30,59,39,48,49,54,50,11,11,29,59,81,48,31,21,60,21,81,19,30,49,80,31,41,47,30,53,53,53,0,53,0,11,0,47,59,47,21,0.97452261,0.16152723,45.494258,53.318304,0.73703274,1.4384318,0.66945714,0.50466075,42.707273,58.355365,0.49853358,1.6239744,1.602872,0.94957844,0.0039253551,1.8334073,40.155005,63.627143,69.314718,1.1829969,0.15588298,34.06852,42.447829,0.43932945,0.82131606,0.68507135,8.5338415,20.669767,37.428386,0.41910703,0.37812715,1.0317713,7.0250084e-10,1.1640539,10,18.912162,44.05009,91.495428,0.17143029,3.6802918,282.08944,290.95107,0.091327192,0.18283691,0.83953732,271.75356,285.04601,8.1482543e-10,1.3058677,0.23635946,1.7142651,275.28492,293.00819,1.6643964e-10,0.32464263,0.048206134,0.34614616,1.5963157,10,256.50898,283.09388,0.79790419,288.88673,293.31754,0.9716644,436.73697,440.13817,0.68486296,46.579703,46.893056,8.3543456,9.8551242,163.17617,180.18215,0.4218859,18.939382,19.075623,0.14204586,161.64667,175.25146
31,34.27,34.27,38.45,480,480,215,0.21827193,0.26601218,7.62,0.62,0.5,0.5,0.44,0.44,0.34,0.7412935323383085,0.7412935323383085,12.01,1,8,9,2,7,8,4,1,2.875,1,1,4,3.625,3.125,3.125,5,5,3,2.875,2.25,4.375,1.75,2,3,3.75,2.5,6,34,13,15,12,11,7,7,20,22,23,65,19,17,19,16,71,25,1,1,4,1,70,29,99,23,85,13,15,22,86,36,85,74,89,1,100,0,90,0,1,0,90,75,0,71,21,69,30,66,34,0,65,59,31,38,0,31,40,35,0,70,42,0,63,63,40,60,61,65,67,16,71,25,72,0,0,0,65,71,78,81,1.2412702,0.063080522,39.941831,47.765877,0.86519,1.7953852,1.7703354,0.46055685,16.403303,32.051395,0.67428322,0.93326853,1.9887179,1.6906809,0.53827101,1.27512,15.551842,39.02398,69.314718,0.6352759,5.8884581,13.324409,21.703719,0.52182303,1.7774503,0.92467742,10,6.0532101,22.811829,0.7422965,0.46873379,1.1170171,3.2691976,2.663362,10,3.9769835,29.114912,91.495428,0.13323875,5.8473307,247.26358,256.12522,0.059012314,0.22524337,0.52570924,197.49243,210.78489,0.058999113,0.22521711,0.5257061,10,197.49243,215.2157,0.065607374,2.2278975,0.85316258,1.5768695,10,4.8572099,193.48218,220.06708,0.94488872,216.73104,221.16186,0.96056593,446.59198,449.99318,1.6785877,0.022693105,0.011456634,0.14377225,7.2052405,144.15378,161.15977,2,7589.624,7907.7482,0.19178686,146.40031,160.0051
40,31.03,31.03,34,519,519,296,0.21867122,0.23946049,32,0.5,0.5,0.5,0.48,0.48,0.34,0.7238805970149255,0.7238805970149255,8.95,1,6,3,8,5,5,7,6,3.75,4.75,1,3.5,3,3.5,3.5,1.75,5,3.375,3.875,2.875,3.375,5,1,1.75,3,2.25,5,26,14,12,17,13,8,5,19,20,30,69,17,15,12,12,56,25,0,1,4,1,79,61,76,38,77,34,21,13,71,62,70,62,79,61,70,16,61,34,12,0,77,89,40,59,59,65,61,11,58,18,11,37,69,84,24,60,66,82,68,57,60,31,31,31,64,68,64,30,77,82,83,26,84,13,15,22,41,74,76,65,1.1863276,0.085110206,38.431436,46.255482,0.81455576,1.3125956,2.3916336,0.6351608,21.463814,37.111906,0.95699166,0.71263199,1.706129,1.2315585,10,0.29846524,18.589653,42.061792,69.314718,0.3119994,6.4367592,46.723494,55.102803,0.61523515,0.93195978,1.6220776,6.728552,11.518033,28.276652,0.68442362,0.45790698,1.1843132,0.7762563,5.707444,10,5.59763,30.735558,91.495428,0.25282195,10,244.85362,253.71525,0.11279012,0.40163834,0.78248207,230.2693,243.56175,0.11281255,0.40169505,0.78247981,10,230.2693,247.99257,0.098794861,0.35836096,0.31111348,0.65217765,1.3467703,10,227.459,254.0439,0.92512266,298.50638,302.9372,0.96115714,397.48371,400.88491,1.1046562,118.08569,121.50489,1.1237445,10,130.07942,147.0854,0.55482439,165.25883,169.02819,0.36293074,127.14264,140.74743
35,47.8,47.8,54.15,587,587,131,0.26344171,0.24516368,21,0.5,0.5,0.5,0.52,0.52,0.7,0.761194029850746,0.761194029850746,8.74,0,5,4,3,6,5,4,3,1.5,1,1,3.25,3,3.375,2.5,2.5,3.75,2.875,2.5,1.5,2,1.75,1.75,2,2.875,2.875,7,34,5,17,15,12,5,7,12,22,27,61,20,17,16,17,70,24,1,1,6,3,82,20,66,29,71,0,0,30,100,69,69,61,69,11,41,0,50,2,0,1,41,61,0,64,66,61,58,24,62,0,0,19,65,77,0,18,42,33,46,11,54,3,5,0,60,62,0,41,74,61,59,55,66,0,2,0,76,63,69,31,2.9177771e-11,4.2301722,64.166042,71.990088,0.81742896,0.24923158,0.82197884,0.66930059,45.228477,60.876569,0.81146357,0.8244223,0.21365616,0.29869177,0.77190689,0.71931888,44.169253,67.641391,69.314718,1.0643801,0.054448048,69.098327,77.477637,0.54877232,0.15050474,1.0133489,4.1076368,39.25893,56.017549,0.51034112,0.82936209,0.27234752,3.8206882e-10,0.25275547,5.2745050000000004,35.850012,60.98794,91.495428,0.22085836,9.3851836,227.4634,236.32504,0.16683276,0.46814546,0.18275427,144.31963,157.61208,0.1668209,0.46811372,0.18276774,10,144.31963,162.0429,0.16488863,1.9225532,0.6057629,0.48833457,1.1529077,10,139.92882,166.51372,0.97024619,161.99391,166.42473,0.9811965,436.85447,440.25567,0.58751648,8.797292,8.7901434,4.7841982,9.4466802,109.01006,126.01604,1.0746484,2.2228117,2.2228154,0.12379102,104.19317,117.79796
40,39.17,39.17,43.67,509,509,316,0.24733678,0.36417934,17.12,0.75,0.75,0.75,0.54,0.54,0.64,0.7487562189054725,0.7487562189054725,7.79,0,9,9,9,3,3,3,9,2.125,1.5,2,2.875,2.375,2.875,2.625,1.5,2,3.5,2.625,1.5,4.625,2.5,4,2.375,2,2.125,4,28,14,22,20,17,8,9,23,30,37,90,14,17,18,17,66,26,1,1,3,2,81,66,70,9,79,32,33,31,82,73,81,67,52,57,34,69,41,42,31,32,72,85,28,27,44,63,20,68,39,76,25,67,71,66,0,0,87,65,37,0,51,0,0,0,37,16,0,69,100,41,57,0,75,0,0,0,59,64,0,75,1.9031388e-10,0.23278609,69.29145,77.115496,1.8851638,0.27477894,0.24370551,0.003389457,51.578633,67.226725,1.8160321,4.1713223,0.29977799,0.047315045,2.3281884e-6,0.0046063572,48.882216,72.354354,69.314718,0.29810628,10,34.765336,43.144646,0.30680311,0.6936041,0.98947744,10,33.962884,50.721503,0.41070698,0.088608463,1.1327106e-10,3.2659755,6.4873748,7.8662454,25.243102,50.381031,91.495428,1.029492e-9,2.9470092,328.32992,337.19155,0.043470288,0.11409594,0.35395061,226.86821,240.16066,0.043461839,0.11407579,0.35393357,10,226.86821,244.59148,0.026939909,2.7099044,0.11547236,1.8775558,10,7.0075348,223.41977,250.00468,0.94434523,231.60946,236.04028,0.9486573,678.21294,681.61414,1.5874433,1.4345345,1.7835739,0.13220807,7.2052656,136.85387,153.85986,0.83547233,680.02927,689.05675,0.11355324,145.12101,158.7258
33,37.4,37.4,39.48,482,482,293,0.2210639,0.26058037,10,0.25,0.5,0.5,0.52,0.52,0.3,0.7587064676616915,0.7587064676616915,6.09,0,4,2,2,5,3,2,2,1.25,1.25,1,1.875,2.75,3.375,4.5,4.25,4,4.625,4.75,2.75,1,1,1,1.375,1.875,2.875,3,16,11,13,12,12,8,7,18,21,24,63,18,16,13,15,62,31,0,1,4,0,81,50,80,11,90,29,10,31,89,81,71,41,90,21,70,1,90,0,0,0,79,80,0,50,61,21,60,21,80,10,10,10,71,61,10,60,61,41,61,21,61,0,39,20,41,40,39,60,21,41,0,100,40,0,20,100,30,11,100,100,0.56810037,0.27871426,66.499996,74.324042,0.028861326,4.3065466,3.1300676,8.8762297,59.341325,74.989417,0.03044723,1.718881,3.5080174,1.2927049,1.4464499e-4,10,58.187123,81.659261,69.314718,0.12029704,6.7856589,71.150401,79.529711,0.41725965,10,6.185646,0.3654498,23.638658,40.397277,0.11434484,0.88193212,3.0739927,10,0.041645543,10,16.022497,41.160426,91.495428,1.3463558e-9,3.0955015,287.43484,296.29647,3.6278647e-10,0.13577798,0.66957135,249.9082,263.20065,2.7755576e-15,0.20867334,0.54041102,7.0327098,249.84312,267.56639,1.341427e-11,0.077726868,0.24661298,3.1605274e-11,0.92474081,10,247.03349,273.61839,0.92515372,277.19561,281.62643,0.96421504,620.94361,624.34481,0.83203303,60.97924,61.908629,3.0098525,7.9455264,168.51741,185.5234,0.64590098,129.66691,131.20449,0.10794915,166.32486,179.92965
27,33.67,33.67,35,484,484,241,0.21998567,0.25808532,14.38,0.5,0.5,0.5,0.44,0.44,0.38,0.7101990049751246,0.7101990049751246,7.17,1,7,6,5,7,6,4,5,1.625,1,1.5,2.125,1.25,2,4.125,4.25,4.25,3.875,4.125,2.25,1.25,1.75,1.5,1.25,1,2.75,4,12,11,12,12,11,6,5,16,18,23,57,12,15,13,14,54,25,1,1,5,1,81,40,55,30,86,20,17,49,70,59,41,53,72,7,19,6,76,7,2,11,69,65,9,58,32,65,37,64,38,2,13,68,86,82,60,13,33,19,21,62,27,9,38,45,28,41,36,58,39,17,26,36,29,6,16,32,34,37,70,58,1.222037,0.040465802,48.732205,56.556251,0.77835005,2.6485151,1.1624839,0.19512833,44.685527,60.333619,0.76560265,0.82586797,2.2533216,2.823238,0.77850612,0.22479054,44.614976,68.087114,69.314718,0.47502967,3.0852075,40.662041,49.04135,0.61769574,0.49323324,1.2554853,6.7380051,14.954703,31.713322,0.83386013,0.41958054,0.49891625,0.48012357,9.9963634,9.9999977,2.1075997,27.245528,91.495428,1.8613278e-10,3.2281124,259.5177,268.37934,1.9298452e-11,0.13607106,0.621987,218.02995,231.3224,1.3855583e-12,0.21177688,0.47489759,7.0269858,217.96148,235.68474,8.7480023000000008e-12,2.4940716e-10,0.20709933,1.8043345e-11,0.70919086,10,216.57978,243.16468,0.93798088,239.91689,244.34771,0.96411937,663.64708,667.04828,0.69996902,6.9438875,7.1867869,7.5475167,9.5354614,144.76519,161.77117,0.49029578,32.317482,32.805048,0.10715924,156.49529,170.10008
32,47.17,47.17,55.67,548,548,219,0.26363714,0.4773452,21.88,0.62,0.75,0.75,0.58,0.58,0.32,0.7649253731343285,0.7649253731343285,8.82,1,7,2,5,7,6,1,3,1.75,3,1,2.5,3.375,2.75,4,3.75,5,4.25,3.375,2.625,2.5,2.5,1,1.125,2.375,3,3,8,8,14,15,16,7,6,14,21,31,66,18,17,12,13,60,24,0,1,5,3,71,10,9,20,79,29,3,0,59,30,60,70,80,10,9,20,79,0,0,0,51,19,22,79,20,68,24,50,57,17,63,81,58,58,32,56,65,26,22,49,78,0,21,10,22,76,20,76,26,74,48,40,69,3,10,45,24,14,69,46,1.1896354,0.043000436,52.22257,60.046616,1.3010173,0.95861305,0.3985791,0.043793495,49.294024,64.942116,1.3833656,0.91343968,0.8672384,2.7979515,2.1692762,0.035061072,46.493605,69.965743,69.314718,0.96977452,1.1976978,20.253343,28.632653,1.5484042,2.7317454,1.2287278,0.3463709,12.53796,29.296579,1.4583928,1.9769659,0.38599559,3.6096397,0.084920932,0.96009861,10.721933,35.859862,91.495428,9.9573405e-10,3.339337,288.14772,297.00935,0.057484507,0.076542911,4.7698123e-10,137.3905,150.68295,0.05748516,0.076543864,2.2633839e-10,10,137.3905,155.11377,0.034742947,1.6839397,0.063594934,0.86626552,0.89009391,10,136.52764,163.11255,0.97335472,138.35364,142.78446,0.96925148,616.35966,619.76086,1.0980047,1381.9326,1388.7011,1.312219,9.3657274,119.97849,136.98448,0.61259352,676.76034,681.11219,0.13496978,117.37238,130.97717
34,40.53,40.53,46.74,250,250,43,0.12242123,0.042275394,20,0.5,0.5,0.5,0.42,0.42,0.24,0.7412935323383085,0.7412935323383085,9.81,1,5,5,10,6,6,5,3,2,3,2.5,3.5,2.625,4.5,3,2.5,3.5,3.375,3.75,1.5,3.875,3,2.5,1.75,2.5,3.75,5,22,10,14,9,11,8,6,16,22,20,58,19,15,18,18,70,20,1,1,3,3,69,20,40,30,71,0,33,20,86,74,80,60,59,16,36,0,65,0,7,0,80,74,25,70,35,73,41,78,55,0,21,79,83,79,29,45,42,20,25,0,39,0,0,0,80,60,0,80,70,40,70,0,79,0,0,0,30,39,0,70,0.8762908,0.57350387,28.574465,36.398511,0.69903931,1.1053674,2.0497475,1.4331493,21.929401,37.577493,0.79769318,0.63648226,1.1325778,1.0752924,4.9129794,0.84995233,21.247781,44.719919,69.314718,0.92728761,10,1.5619084,9.9412179,0.9558757,1.3734936,1.1334424,10,0.52893535,17.287554,0.74353715,0.6595213,2.6451817,0.24450637,2.4749732,9.9999999,0.32841766,25.466346,91.495428,0.3963658,10,211.86911,220.73074,0.29069507,0.50934675,0.55519485,187.79593,201.08838,0.29070077,0.50937742,0.55522498,10,187.79593,205.51919,0.18514601,0.73260166,1.3748059,5.6066263e-14,1.8166646,10,138.01345,164.59835,0.87108277,220.60441,225.03522,0.97809723,307.84693,311.24813,1.9484454,54.441684,55.97383,0.034775884,9.999857,109.00139,126.00738,0.8822085,1961.9005,1997.3219,0.30010739,114.11426,127.71905
34,27.83,27.83,28.82,456,456,248,0.21438491,0.2715506,4.12,0.5,0.75,0.75,0.42,0.42,0.3,0.7537313432835819,0.7537313432835819,9.24,0,6,7,6,8,7,7,4,1.5,1.25,1.75,2.875,2.5,3.5,4.125,3.75,3.75,4,3.625,3.125,1.25,1,1.25,1.375,1.375,3,5,30,12,18,17,11,8,7,19,26,28,73,15,17,17,16,65,25,0,1,4,1,65,44,79,14,80,15,43,15,92,64,53,58,88,10,75,8,79,0,6,9,100,100,3,62,60,17,55,14,73,1,5,4,91,93,14,56,25,56,30,59,43,33,39,71,68,87,46,53,94,31,55,35,65,0,2,5,70,45,58,48,0.77374085,0.28981523,56.160229,63.984275,0.49422753,1.7194554,1.7241701,0.81669968,50.613289,66.261381,0.66995641,0.4594227,1.0066942,2.0568914,3.1471634,0.50185337,49.502207,72.974345,69.314718,1.0861396,0.039230513,73.755768,82.135077,0.46711176,0.15074651,1.0985495,7.2425585,30.623258,47.381877,0.50525347,0.33154241,0.073617088,0.21116195,2.7381608,6.2177183,30.355743,55.493672,91.495428,0.11855095,4.8557699,282.01295,290.87458,0.090955278,0.22787365,0.47964791,219.16772,232.46017,0.090969526,0.22790612,0.4796402,10,219.16772,236.89099,0.071107829,0.013554813,0.27554507,2.6742109e-9,0.51002593,10,218.4143,244.9992,0.93442278,236.2273,240.65811,0.95178561,649.23051,652.6317,1.1677547,24.557404,24.245429,1.7815012,9.5363578,124.94247,141.94846,0.31045834,135.60694,136.20553,0.30564237,125.17605,138.78084
31,50.97,50.97,58.93,480,480,243,0.22708628,0.30768728,3.62,0.62,0.5,0.5,0.5,0.5,0.4,0.743781094527363,0.743781094527363,8.88,0,6,7,7,8,4,5,6,1.625,1.5,1.25,1,1,1.875,1.125,1,1,1.75,1.25,1.625,1.375,1.25,1,1,1.5,1.625,2,10,11,14,13,13,8,5,16,22,26,64,18,16,19,13,66,23,1,1,6,0,69,41,62,27,61,22,33,22,69,68,65,30,63,19,21,20,61,12,19,11,80,81,70,64,30,41,51,26,63,0,13,62,71,73,40,20,15,63,36,52,47,25,47,73,69,71,69,25,44,67,29,26,51,23,32,50,33,30,32,27,1.4216099,0.01380357,53.005661,60.829707,1.3247213,0.85652379,1.6835589,0.02543311,49.195112,64.843204,1.6443189,1.214232,0.62378876,0.96917578,10,0.0089036723,42.720237,66.192375,69.314718,0.24124523,3.3557292,72.280159,80.659469,0.306632,0.52333903,1.443853,4.6428837,56.919919,73.678538,0.25850796,0.075123648,0.85636252,0.041175134,10,6.8570109,54.778322,79.916251,91.495428,0.084090807,4.4008574,283.63856,292.5002,0.1119744,0.23447489,0.32309167,207.67401,220.96646,0.11196117,0.23443551,0.32307302,10,207.67401,225.39727,0.084051204,0.17663376,0.2922337,1.033662e-10,0.51267177,10,207.06997,233.65487,0.94488846,216.73104,221.16186,0.97768725,632.46134,635.82864,0.91288739,359.45488,361.608,1.780333,8.2193984,129.20501,146.04149,0.71036118,1132.0695,1138.5835,0.083986117,128.56826,142.03745
35,34.8,34.8,38.24,315,315,150,0.15921009,0.15930716,7,0.38,0.25,0.25,0.46,0.46,0.48,0.7549751243781095,0.7549751243781095,6.36,0,6,1,1,7,7,1,4,1.25,1,1,1.5,3.375,3.5,4.375,4.25,4.25,4,3.75,1.875,1.375,1,1,1.25,3.5,3.75,2,13,5,19,11,9,7,8,13,26,20,59,20,19,11,12,62,24,0,1,5,2,66,66,81,9,69,21,40,4,76,90,28,69,78,9,79,1,74,4,5,5,73,71,7,82,10,73,0,69,38,11,9,93,77,70,62,20,39,63,38,30,58,3,4,60,24,13,69,70,69,34,65,36,69,0,10,0,57,73,4,64,0.66749244,0.21177875,64.648686,72.472732,1.1809179,0.50360444,1.6794911,0.037914369,56.324677,71.972769,0.36938671,1.8775446,0.47860192,0.61819634,7.7682703e-4,3.168586,52.075042,75.54718,69.314718,0.72856712,0.2561648,73.061681,81.44099,0.41875842,0.18313818,1.1466864,8.5217733,31.410445,48.169064,0.58176631,0.20659979,2.2134405e-10,0.2565785,10,5.1750486,24.869432,50.007361,91.495428,2.8026526e-10,2.4657011,262.89807,271.7597,3.3861802e-13,0.074286862,0.58887097,215.89499,229.18744,2.2981617e-13,0.28502296,9.0514041e-10,3.826151,215.52205,233.24532,2.0812796e-11,0.054771315,0.12713572,6.77014e-12,0.7299465,10,214.80621,241.39111,0.9025854,222.92692,227.35774,0.9700623,871.73839,875.13958,0.6453651,360.25412,361.56586,8.6420796,7.3598699,172.64229,189.64828,0.37336362,1631.2198,1635.9417,0.069740043,175.82224,189.42703
32,38.97,38.97,43.45,230,230,28,0.11157055,0.022246941,15.12,0.75,0.625,0.625,0.48,0.48,0.4,0.7176616915422885,0.7176616915422885,8.18,0,7,3,2,6,8,5,6,2.125,2.25,1.25,2.25,2.125,3.875,3.125,2.75,3.5,3.5,3.5,1.625,3,2.75,2.25,1.625,2.25,3.25,5,13,10,12,10,11,10,6,16,22,21,59,17,15,18,14,64,27,0,1,4,2,60,20,60,30,69,30,31,30,60,40,70,80,61,11,60,19,70,20,10,10,71,60,10,80,70,30,59,21,59,20,30,19,70,71,10,70,60,40,60,20,58,25,10,9,59,59,20,60,74,52,66,22,68,16,12,15,74,72,6,63,0.94585561,0.13182468,51.688154,59.5122,1.0177182,0.66960195,2.0556167,0.17644384,40.581478,56.22957,1.0054679,0.99384278,0.72044276,0.65157889,2.2648611,0.18084922,40.369021,63.841159,69.314718,0.61432981,0.87041906,56.403589,64.782898,0.83482064,0.42253871,1.4128931,2.4818308,18.668558,35.427177,0.45085379,0.31141853,9.3693693,0.33679994,5.5233282,9.9999991,10.713864,35.851793,91.495428,0.43913028,10,216.33994,225.20157,0.47263964,2.7104405,0.099446814,193.95986,207.25231,0.47264155,2.7104254,0.099446263,10,193.95986,211.68313,0.22701597,0.76845512,2.0121076,0.042898213,1.8533277,10,136.17183,162.75674,0.84870437,230.31901,234.74983,0.97114426,525.58188,528.98308,0.72808796,632.00079,636.58585,5.6963657,9.9975274,149.38453,166.39052,0.53478794,562.13411,566.48208,0.14613047,146.4447,160.04949
31,31.03,31.03,33.33,358,358,200,0.17699851,0.20640147,17.75,0.75,0.625,0.625,0.52,0.52,0.26,0.7462686567164181,0.7462686567164181,7.72,0,7,5,7,7,8,6,9,1.625,2.5,1.25,3.5,3.5,3.875,3,2.25,3.25,3.875,3.875,2.25,2.25,2.75,2.25,1.875,3.625,3.625,4,24,11,22,11,11,7,5,16,29,22,67,15,17,17,14,63,25,0,1,3,2,86,54,70,27,89,40,15,4,92,58,37,45,70,32,41,0,72,0,0,0,69,69,3,71,34,71,59,58,59,9,58,61,83,86,29,12,71,43,26,8,76,5,5,0,43,58,0,61,76,33,29,4,71,0,0,0,59,65,2,63,0.89354921,0.70231345,21.613319,29.437365,0.70268676,1.090864,2.0285041,2.5726933,13.569041,29.217133,0.65563203,0.72936434000000006,1.0052161,1.1391444,1.3256755,3.6512504,12.534322,36.00646,69.314718,0.54480595,2.0592839,41.902218,50.281527,1.1841134,1.197404,1.9396678,4.7763076,1.4249574,18.183576,0.95160722,0.78887350999999994,9.9485679,1.3031276,5.7079372,9.6984576,0.0058339298,25.143762,91.495428,0.27800322,7.4109634,288.41399,297.27563,0.14937989,0.19674223,0.34439415,224.93332,238.22577,0.14938696,0.19675195,0.34436657,10,224.93332,242.65659,0.096473826,0.4688971,0.2881775,2.5071056e-11,0.93651673,10,214.46846,241.05336,0.91327015,231.21515,235.64597,0.96478876,389.57158,392.97278,1.1963995,4.9040734e-4,4.9618179e-4,1.1559602,9.7998286,120.28633,137.29232,0.41362779,38.757791,39.189534,0.33894776,119.16944,132.77423
36,37.73,37.73,41.36,359,359,258,0.15168118,0.17178024,32.88,0.5,0.375,0.375,0.44,0.44,0.44,0.7251243781094525,0.7251243781094525,7.63,1,8,8,5,9,8,7,6,1.625,1.5,1.5,2.875,2.875,2.875,2.625,4,3.5,2.625,3.125,2.375,2.75,2,2.25,2,2.875,2.5,3,16,12,16,13,12,8,4,16,24,25,65,20,14,20,14,68,26,1,1,6,3,79,41,74,24,78,11,11,20,88,64,60,50,80,19,70,9,80,0,1,1,79,89,20,60,80,30,81,10,80,0,0,20,93,83,2,31,78,15,65,8,76,1,1,4,80,89,11,33,69,21,63,19,76,0,10,18,79,84,22,70,1.2252543,0.037060079,51.01824,58.842286,1.2591789,0.81325252,1.3715784,0.040816834,47.702554,63.350646,1.2647726,1.0483127,0.54315902,1.1210503,2.9008025,0.074170485,37.076419,60.548557,69.314718,0.63854627,2.0191603,31.192175,39.571484,0.77536065,0.52194893,1.0840725,1.9188834,25.6683,42.426919,0.35990448,0.57954416,6.9707821,0.3885988,0.60946147,10,18.717272,43.8552,91.495428,0.18063834,5.7362407,259.39138,268.25302,0.076692184,0.28148082,0.93787796,249.91224,263.20469,0.076709858,0.28150881,0.93786542,10,249.91224,267.63551,0.041041621,0.14437738,0.2229111,0.30716809,1.1604893,10,248.88334,275.46824,0.87346895,312.1288,316.55962,0.9754844,356.90091,360.3021,1.4668108,16.453943,17.276662,0.39394742,8.7895964,138.44297,155.44896,0.42811793,122.06211,123.72493,0.17492174,153.30791,166.91269
